onset	duration	trial_type	sub	ses	run	runtype	eventtype	trialnum	cuetype	stimtype	expectrating	outcomerating	singletrial_fname
157.4932098388672	5.0	stimulus	sub-0075	ses-01	run-06	vicarious	stimulus	4	high_cue	high_stim	6.3144176677955	34.7831203702733	sub-0075_ses-01_run-06_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz
203.4884297847748	5.0	stimulus	sub-0075	ses-01	run-06	vicarious	stimulus	5	low_cue	low_stim		2.0700306530411	sub-0075_ses-01_run-06_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz
231.3879599571228	5.0	stimulus	sub-0075	ses-01	run-06	vicarious	stimulus	6	low_cue	high_stim	0.0	5.59479745943828	sub-0075_ses-01_run-06_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz
263.58868980407715	5.0	stimulus	sub-0075	ses-01	run-06	vicarious	stimulus	7	high_cue	med_stim			sub-0075_ses-01_run-06_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz
290.1888198852539	5.0	stimulus	sub-0075	ses-01	run-06	vicarious	stimulus	8	high_cue	low_stim	8.51942215741111	0.0	sub-0075_ses-01_run-06_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz
330.6883499622345	5.0	stimulus	sub-0075	ses-01	run-06	vicarious	stimulus	9	low_cue	high_stim	0.0	5.98495231511541	sub-0075_ses-01_run-06_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz
357.18831992149353	5.0	stimulus	sub-0075	ses-01	run-06	vicarious	stimulus	10	high_cue	high_stim	32.5417535599951	9.30994017498604	sub-0075_ses-01_run-06_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-high.nii.gz
387.18840980529785	5.0	stimulus	sub-0075	ses-01	run-06	vicarious	stimulus	11	low_cue	low_stim	2.0700306530411	7.83761367789845	sub-0075_ses-01_run-06_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz
30.30381989479065	1.85209846496582	outcomerating	sub-0075	ses-01	run-06	vicarious	outcomerating	0	high_cue	med_stim	34.8981235610295	11.626980982306	sub-0075_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-000_cuetype-high_stimintensity-med.nii.gz
56.3135199546814	3.03473782539368	outcomerating	sub-0075	ses-01	run-06	vicarious	outcomerating	1	low_cue	med_stim	0.463923298626087	3.4473868518652	sub-0075_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-001_cuetype-low_stimintensity-med.nii.gz
90.90975999832152	2.10150957107544	outcomerating	sub-0075	ses-01	run-06	vicarious	outcomerating	2	high_cue	low_stim	15.3762512488262	0.920334966849057	sub-0075_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-002_cuetype-high_stimintensity-low.nii.gz
131.80833983421326	1.98425316810608	outcomerating	sub-0075	ses-01	run-06	vicarious	outcomerating	3	low_cue	med_stim	2.0700306530411	5.0694201326125	sub-0075_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-003_cuetype-low_stimintensity-med.nii.gz
170.30602979660034	1.90084791183472	outcomerating	sub-0075	ses-01	run-06	vicarious	outcomerating	4	high_cue	high_stim	6.3144176677955	34.7831203702733	sub-0075_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-004_cuetype-high_stimintensity-high.nii.gz
212.10494995117188	2.18444490432739	outcomerating	sub-0075	ses-01	run-06	vicarious	outcomerating	5	low_cue	low_stim		2.0700306530411	sub-0075_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-005_cuetype-low_stimintensity-low.nii.gz
243.49998998641968	2.55558681488037	outcomerating	sub-0075	ses-01	run-06	vicarious	outcomerating	6	low_cue	high_stim	0.0	5.59479745943828	sub-0075_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-006_cuetype-low_stimintensity-high.nii.gz
273.51118993759155	4.0	outcomerating	sub-0075	ses-01	run-06	vicarious	outcomerating	7	high_cue	med_stim			sub-0075_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-007_cuetype-high_stimintensity-med.nii.gz
307.1070499420166	2.13428258895874	outcomerating	sub-0075	ses-01	run-06	vicarious	outcomerating	8	high_cue	low_stim	8.51942215741111	0.0	sub-0075_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-008_cuetype-high_stimintensity-low.nii.gz
342.00338983535767	2.53553104400635	outcomerating	sub-0075	ses-01	run-06	vicarious	outcomerating	9	low_cue	high_stim	0.0	5.98495231511541	sub-0075_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-009_cuetype-low_stimintensity-high.nii.gz
368.31320977211	3.83498930931091	outcomerating	sub-0075	ses-01	run-06	vicarious	outcomerating	10	high_cue	high_stim	32.5417535599951	9.30994017498604	sub-0075_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-010_cuetype-high_stimintensity-high.nii.gz
395.3066098690033	2.53444695472717	outcomerating	sub-0075	ses-01	run-06	vicarious	outcomerating	11	low_cue	low_stim	2.0700306530411	7.83761367789845	sub-0075_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-011_cuetype-low_stimintensity-low.nii.gz
